city,lat,lng,country,iso2,iso3,admin_name,capital,population
Triesen,"47,1101",1.1900,Liechtenstein,LI,LIE,Triesen,admin,
Balzers,"47,0667",1.1900,Liechtenstein,LI,LIE,Balzers,admin,
Vaduz,"47,1337",1.1900,Liechtenstein,LI,LIE,Vaduz,primary,36281
Planken,"47,1844",1.1900,Liechtenstein,LI,LIE,Planken,admin,
Schellenberg,"47,2325",1.1900,Liechtenstein,LI,LIE,Schellenberg,admin,
Colombo,1.1900,"79,8578",Sri Lanka,LK,LKA,Western,primary,217000
Ratnapura,1.1900,"80,386",Sri Lanka,LK,LKA,Sabaragamuwa,,47832
Matara,1.1900,"80,5428",Sri Lanka,LK,LKA,Southern,,68244
Sri Jawewardenepura Kotte,1.1900,"79,95",Sri Lanka,LK,LKA,Western,primary,115826
Moratuwa,1.1900,"79,88",Sri Lanka,LK,LKA,Western,,200000
Anuradhapura,1.1900,"80,3833",Sri Lanka,LK,LKA,North Central,,118302
Galle,1.1900,"80,24",Sri Lanka,LK,LKA,Southern,,99478
Puttalan,1.1900,"79,826",Sri Lanka,LK,LKA,North Western,,45661
Kandy,1.1900,"80,67",Sri Lanka,LK,LKA,Central,,111701
Badulla,1.1900,"81,0499",Sri Lanka,LK,LKA,Uva,,47587
Trincomalee,1.1900,"81,233",Sri Lanka,LK,LKA,Eastern,,108420
Kilinochchi,1.1900,"80,3999",Sri Lanka,LK,LKA,Northern,,103717
Batticaloa,1.1900,"81,7",Sri Lanka,LK,LKA,Eastern,,129222
Jaffna,1.1900,"80,005",Sri Lanka,LK,LKA,Northern,,250000
Bopolu,1.1900,"-10,4875",Liberia,LR,LBR,Gbarpolu,admin,
Voinjama,1.1900,"-9,75",Liberia,LR,LBR,Lofa,admin,26594
Robertsport,1.1900,"-11,3686",Liberia,LR,LBR,Grand Cape Mount,admin,11969
Buchanan,1.1900,"-10,0525",Liberia,LR,LBR,Grand Bassa,,48315
Monrovia,1.1900,"-10,8048",Liberia,LR,LBR,Montserrado,primary,1041000
Tubmanburg,1.1900,"-10,8211",Liberia,LR,LBR,Bomi,admin,
Buchanan,1.1900,"-10,0447",Liberia,LR,LBR,Grand Bassa,admin,
Zwedru,1.1900,"-8,13",Liberia,LR,LBR,Grand Gedeh,admin,25678
Barclayville,1.1900,"-8,1667",Liberia,LR,LBR,Grand Kru,admin,2733
Rivercess,1.1900,"-9,578",Liberia,LR,LBR,River Cess,admin,2578
Fish Town,1.1900,"-7,8758",Liberia,LR,LBR,River Gee,admin,
Gbarnga,1.1900,"-9,49",Liberia,LR,LBR,Bong,admin,45835
Kakata,1.1900,"-10,349",Liberia,LR,LBR,Margibi,admin,33945
Sanniquellie,1.1900,"-8,685",Liberia,LR,LBR,Nimba,admin,11415
Greenville,1.1900,"-9,0388",Liberia,LR,LBR,Sinoe,admin,10374
Bensonville,1.1900,"-10,6",Liberia,LR,LBR,Montserrado,admin,4089
Harper,1.1900,"-7,717",Liberia,LR,LBR,Maryland,admin,32661
Maseru,"-29,3167","27,4833",Lesotho,LS,LSO,Maseru,primary,361324
Mokhotlong,"-29,291","29,078",Lesotho,LS,LSO,Mokhotlong,admin,8809
Thaba-Tseka,"-29,522","28,6084",Lesotho,LS,LSO,Thaba-Tseka,admin,
Moyeni,"-30,411","27,716",Lesotho,LS,LSO,Quthing,admin,24130
Qacha's Nek,"-30,1154","28,6894",Lesotho,LS,LSO,Qacha’s Nek,admin,
Mafetang,"-29,8166","27,25",Lesotho,LS,LSO,Mafeteng,admin,57059
Hlotse,"-28,878","28,056",Lesotho,LS,LSO,Leribe,admin,47675
Teyateyaneng,"-29,153","27,753",Lesotho,LS,LSO,Berea,admin,5115
Mohales Hoek,"-30,159","27,48",Lesotho,LS,LSO,Mohale’s Hoek,admin,24992
Butha-Buthe,"-28,75","28,25",Lesotho,LS,LSO,Butha-Buthe,admin,16330
Klaipeda,"55,7204","21,1199",Lithuania,LT,LTU,Klaipėdos Miestas,admin,192307
Palanga,"55,9203","21,071",Lithuania,LT,LTU,Palangos Miestas,admin,
Nida,"55,3086","20,9965",Lithuania,LT,LTU,Neringa,admin,
Kretinga,"55,8888","21,2445",Lithuania,LT,LTU,Kretinga,admin,
Taurage,"55,2522","22,2897",Lithuania,LT,LTU,Tauragė,admin,
Silute,"55,3453","21,4733",Lithuania,LT,LTU,Šilutė,admin,
Rietavas,"55,7271","21,9234",Lithuania,LT,LTU,Rietavo,admin,
Plunge,"55,9077","21,8456",Lithuania,LT,LTU,Plungė,admin,
Silale,"55,4898","22,1869",Lithuania,LT,LTU,Šilalė,admin,
Visaginas,"55,5968","26,4398",Lithuania,LT,LTU,Visaginas,admin,
Zarasai,"55,7322","26,2512",Lithuania,LT,LTU,Zarasai,admin,
Ignalina,"55,3406","26,1605",Lithuania,LT,LTU,Ignalina,admin,
Utena,"55,4976","25,5992",Lithuania,LT,LTU,Utena,admin,
Svencionys,"55,133","26,1595",Lithuania,LT,LTU,Švenčionys,admin,
Rokiskis,"55,9587","25,5947",Lithuania,LT,LTU,Rokiškis,admin,
Moletai,"55,2247","25,4169",Lithuania,LT,LTU,Molėtai,admin,
Salcininkai,"54,3086","25,3868",Lithuania,LT,LTU,Šalčininkai,admin,
Vilnius,"54,6834","25,3166",Lithuania,LT,LTU,Vilniaus Miestas,primary,542366
Kupiskis,"55,8401","24,9803",Lithuania,LT,LTU,Kupiškis,admin,
Trakai,"54,6399","24,936",Lithuania,LT,LTU,Trakai,admin,
Birzai,"56,1986","24,7521",Lithuania,LT,LTU,Biržai,admin,
Anyksciai,"55,5246","25,1066",Lithuania,LT,LTU,Anykščiai,admin,
Telsiai,"55,9831","22,2343",Lithuania,LT,LTU,Telšiai,admin,
Kelme,"55,6301","22,9349",Lithuania,LT,LTU,Kelmė,admin,
Marijampole,"54,5599","23,3541",Lithuania,LT,LTU,Marijampolė,admin,
Lazdijai,"54,2333","23,5147",Lithuania,LT,LTU,Lazdijai,admin,
Sakiai,"54,9534","23,0478",Lithuania,LT,LTU,Šakiai,admin,
Radviliskis,"55,8111","23,5411",Lithuania,LT,LTU,Radviliškis,admin,
Siauliai,"55,9386","23,325",Lithuania,LT,LTU,Šiaulių Miestas,admin,133528
Birstonas,"54,6048","24,0311",Lithuania,LT,LTU,Birštono,admin,
Druskininkai,"54,0157","23,987",Lithuania,LT,LTU,Druskininkai,admin,
Kedainiai,"55,2878","23,9727",Lithuania,LT,LTU,Kėdainiai,admin,
Alytus,"54,3964","24,0414",Lithuania,LT,LTU,Alytaus Miestas,admin,
Prienai,"54,636","23,9458",Lithuania,LT,LTU,Prienai,admin,
Elektrenai,"54,7863","24,6626",Lithuania,LT,LTU,Elektrénai,admin,
Kaunas,"54,9504","23,88",Lithuania,LT,LTU,Kauno Miestas,admin,374643
Jonava,"55,0801","24,2754",Lithuania,LT,LTU,Jonava,admin,
Kaisiadorys,"54,8653","24,4682",Lithuania,LT,LTU,Kaišiadorys,admin,
Panevezys,"55,74","24,37",Lithuania,LT,LTU,Panevėžio Miestas,admin,127405
Joniskis,"56,2394","23,6154",Lithuania,LT,LTU,Joniškis,admin,
Kazlu Ruda,"54,7497","23,495",Lithuania,LT,LTU,Kazlų Rūdos,admin,
Vilkaviskis,"54,648","23,0305",Lithuania,LT,LTU,Vilkaviškis,admin,
Pasvalys,"56,0625","24,3997",Lithuania,LT,LTU,Pasvalys,admin,
Pakruojis,"55,9789","23,8551",Lithuania,LT,LTU,Pakruojis,admin,
Raseiniai,"55,3797","23,1239",Lithuania,LT,LTU,Raseiniai,admin,
Pagegiai,"55,1379","21,9138",Lithuania,LT,LTU,Pagégiai,admin,
Jurbarkas,"55,0756","22,7642",Lithuania,LT,LTU,Jurbarkas,admin,
Kalvarija,"54,4172","23,2283",Lithuania,LT,LTU,Kalvarijos,admin,
Sirvintos,"55,044","24,9545",Lithuania,LT,LTU,Širvintos,admin,
Skuodas,"56,2706","21,5321",Lithuania,LT,LTU,Skuodas,admin,
Mazeikiai,"56,3122","22,3265",Lithuania,LT,LTU,Mažeikiai,admin,
Akmene,"56,25","22,75",Lithuania,LT,LTU,Akmenė,admin,
Ukmerge,"55,2494","24,7636",Lithuania,LT,LTU,Ukmergė,admin,
Varena,"54,2155","24,5754",Lithuania,LT,LTU,Varėna,admin,
Capellen,"49,645",1.1900,Luxembourg,LU,LUX,Capellen,admin,
Esch-sur-Alzette,"49,4958",1.1900,Luxembourg,LU,LUX,Esch-sur-Alzette,admin,
Remich,"49,545",1.1900,Luxembourg,LU,LUX,Remich,admin,
Echternach,"49,8056",1.1900,Luxembourg,LU,LUX,Echternach,admin,
Mersch,"49,7489",1.1900,Luxembourg,LU,LUX,Mersch,admin,
Redange-sur-Attert,"49,7656",1.1900,Luxembourg,LU,LUX,Redange,admin,
Vianden,"49,935",1.1900,Luxembourg,LU,LUX,Vianden,admin,
Wiltz,"49,9689",1.1900,Luxembourg,LU,LUX,Wiltz,admin,
Clervaux,"50,0547",1.1900,Luxembourg,LU,LUX,Clervaux,admin,
Diekirch,"49,8833",1.1900,Luxembourg,LU,LUX,Diekirch,admin,6242
Grevenmacher,"49,7",1.1900,Luxembourg,LU,LUX,Grevenmacher,admin,3958
Luxembourg,"49,6117",1.1900,Luxembourg,LU,LUX,Luxembourg,primary,107260
Auce,"56,4611","22,9028",Latvia,LV,LVA,Auces Novads,admin,
Daugavpils,"55,88","26,51",Latvia,LV,LVA,Daugavpils Novads,admin,111564
Jekabpils,"56,4833","25,85",Latvia,LV,LVA,Jēkabpils Novads,admin,
Salacgriva,"57,7531","24,359",Latvia,LV,LVA,Salacgrīvas Novads,admin,
Ventspils,"57,3899","21,5606",Latvia,LV,LVA,Ventspils,admin,42884
Dundaga,"57,505","22,3504",Latvia,LV,LVA,Dundagas Novads,admin,
Jaunjelgava,"56,6132","25,0832",Latvia,LV,LVA,Jaunjelgavas Novads,admin,
Nereta,"56,2044","25,3077",Latvia,LV,LVA,Neretas Novads,admin,
Alsunga,"56,9801","21,564",Latvia,LV,LVA,Alsungas Novads,admin,
Kuldiga,"56,969","21,968",Latvia,LV,LVA,Kuldīgas Novads,admin,
Pavilosta,"56,8898","21,1817",Latvia,LV,LVA,Pāvilostas Novads,admin,
Pinki,"56,9419","23,9137",Latvia,LV,LVA,Babītes Novads,admin,
Adazi,"57,0705","24,3371",Latvia,LV,LVA,Ādažu Novads,admin,
Kandava,"57,0389","22,7724",Latvia,LV,LVA,Kandavas Novads,admin,
Roja,"57,5015","22,8088",Latvia,LV,LVA,Rojas Novads,admin,
Carnikava,"57,1293","24,2842",Latvia,LV,LVA,Carnikavas Novads,admin,
Garkalne,"57,0449","24,4195",Latvia,LV,LVA,Garkalnes Novads,admin,
Saulkrasti,"57,2599","24,4189",Latvia,LV,LVA,Saulkrastu Novads,admin,
Smarde,"56,9533","23,3387",Latvia,LV,LVA,Engures Novads,admin,
Mersrags,"57,3364","23,1235",Latvia,LV,LVA,Mērsraga Novads,admin,
Talsi,"57,2465","22,5876",Latvia,LV,LVA,Talsu Novads,admin,
Jurmala,"56,9567","23,7233",Latvia,LV,LVA,Jūrmala,admin,
Marupe,"56,9032","24,0467",Latvia,LV,LVA,Mārupes Novads,admin,
Ulbroka,"56,9363","24,3039",Latvia,LV,LVA,Stopiņu Novads,admin,
Zilupe,"56,386","28,1218",Latvia,LV,LVA,Zilupes Novads,admin,
Ludza,"56,5396","27,7189",Latvia,LV,LVA,Ludzas Novads,admin,
Dagda,"56,0961","27,5328",Latvia,LV,LVA,Dagdas Novads,admin,
Baltinava,"56,9439","27,644",Latvia,LV,LVA,Baltinavas Novads,admin,
Cibla,"56,5498","27,8837",Latvia,LV,LVA,Ciblas Novads,admin,
Karsava,"56,7874","27,6732",Latvia,LV,LVA,Kārsavas Novads,admin,
Riga,"56,95","24,1",Latvia,LV,LVA,Rīga,primary,742572
Kraslava,"55,8969","27,172",Latvia,LV,LVA,Krāslavas Novads,admin,
Limbazi,"57,513","24,724",Latvia,LV,LVA,Limbažu Novads,admin,
Preili,"56,294","26,7248",Latvia,LV,LVA,Preiļu Novads,admin,
Vecvarkava,"56,1984","26,5081",Latvia,LV,LVA,Vārkavas Novads,admin,
Ilukste,"55,9779","26,2978",Latvia,LV,LVA,Ilūkstes Novads,admin,
Nica,"56,3456","21,0646",Latvia,LV,LVA,Nīcas Novads,admin,
Bauska,"56,4079","24,1944",Latvia,LV,LVA,Bauskas Novads,admin,
Vilaka,"57,1843","27,6719",Latvia,LV,LVA,Viļakas Novads,admin,
Livani,"56,3567","26,1761",Latvia,LV,LVA,Līvānu Novads,admin,
Aluksne,"57,4216","27,0466",Latvia,LV,LVA,Alūksnes Novads,admin,
Jaunpils,"56,7314","23,0125",Latvia,LV,LVA,Jaunpils Novads,admin,
Broceni,"56,6789","22,5694",Latvia,LV,LVA,Brocēnu Novads,admin,
Rugaji,"57,0033","27,1337",Latvia,LV,LVA,Rugāju Novads,admin,
Riebini,"56,3403","26,7999",Latvia,LV,LVA,Riebiņu Novads,admin,
Vilani,"56,5505","26,9298",Latvia,LV,LVA,Viļānu Novads,admin,
Varaklani,"56,6091","26,7547",Latvia,LV,LVA,Varakļānu Novads,admin,
Ape,"57,5394","26,694",Latvia,LV,LVA,Apes Novads,admin,
Madona,"56,851","26,2184",Latvia,LV,LVA,Madonas Novads,admin,
Jaunpiebalga,"57,1775","26,0284",Latvia,LV,LVA,Jaunpiebalgas Novads,admin,
Lubana,"56,9043","26,7161",Latvia,LV,LVA,Lubānas Novads,admin,
Gulbene,"57,1734","26,7527",Latvia,LV,LVA,Gulbenes Novads,admin,
Balvi,"57,1287","27,27",Latvia,LV,LVA,Balvu Novads,admin,
Akniste,"56,1615","25,7482",Latvia,LV,LVA,Aknīstes Novads,admin,
Viesite,"56,3465","25,5581",Latvia,LV,LVA,Viesītes Novads,admin,
Cesvaine,"56,9675","26,3076",Latvia,LV,LVA,Cesvaines Novads,admin,
Kegums,"56,7455","24,725",Latvia,LV,LVA,Ķeguma Novads,admin,
Vecpiebalga,"57,0618","25,8179",Latvia,LV,LVA,Vecpiebalgas Novads,admin,
Smiltene,"57,4242","25,9017",Latvia,LV,LVA,Smiltenes Novads,admin,
Drabesi,"57,2433","25,2803",Latvia,LV,LVA,Amatas Novads,admin,
Cesis,"57,3091","25,2761",Latvia,LV,LVA,Cēsu Novads,admin,
Ergli,"56,8988","25,6429",Latvia,LV,LVA,Ērgļu Novads,admin,
Valka,"57,7767","26,0118",Latvia,LV,LVA,Valkas Novads,admin,
Grobina,"56,5358","21,1747",Latvia,LV,LVA,Grobiņas Novads,admin,
Strenci,"57,6269","25,6919",Latvia,LV,LVA,Strenču Novads,admin,
Murmuiza,"57,4731","25,4917",Latvia,LV,LVA,Beverīnas Novads,admin,
Mazsalaca,"57,8619","25,0547",Latvia,LV,LVA,Mazsalacas Novads,admin,
Aloja,"57,7672","24,8774",Latvia,LV,LVA,Alojas Novads,admin,
Burtnieki,"57,6949","25,275",Latvia,LV,LVA,Burtnieku Novads,admin,
Koknese,"56,6516","25,4364",Latvia,LV,LVA,Kokneses Novads,admin,
Aizkraukle,"56,6029","25,2636",Latvia,LV,LVA,Aizkraukles Novads,admin,
Skriveri,"56,6485","25,1195",Latvia,LV,LVA,Skrīveru Novads,admin,
Baldone,"56,7445","24,4008",Latvia,LV,LVA,Baldones Novads,admin,
Vecumnieki,"56,6061","24,5223",Latvia,LV,LVA,Vecumnieku Novads,admin,
Sala,"56,5047","25,7618",Latvia,LV,LVA,Salas Novads,admin,
Plavinas,"56,6177","25,7194",Latvia,LV,LVA,Pļaviņu Novads,admin,
Liepaga,"56,51","21,01",Latvia,LV,LVA,Liepāja,admin,85132
Rujiena,"57,8961","25,3342",Latvia,LV,LVA,Rūjienas Novads,admin,
Naukseni,"57,8842","25,458",Latvia,LV,LVA,Naukšēnu Novads,admin,
Liegi,"56,5797","21,3338",Latvia,LV,LVA,Durbes Novads,admin,
Rauna,"57,3337","25,6085",Latvia,LV,LVA,Raunas Novads,admin,
Aizpute,"56,7211","21,6016",Latvia,LV,LVA,Aizputes Novads,admin,
Koceni,"57,5198","25,3404",Latvia,LV,LVA,Kocēnu Novads,admin,
Valmiera,"57,5387","25,4257",Latvia,LV,LVA,Valmiera,admin,
Sigulda,"57,1538","24,8595",Latvia,LV,LVA,Siguldas Novads,admin,
Priekuli,"57,3115","25,3571",Latvia,LV,LVA,Priekuļu Novads,admin,
Ogre,"56,8113","24,6113",Latvia,LV,LVA,Ogres Novads,admin,
Ragana,"57,1821","24,7056",Latvia,LV,LVA,Krimuldas Novads,admin,
Loja,"57,1534","24,6433",Latvia,LV,LVA,Sējas Novads,admin,
Ropazi,"56,9747","24,6329",Latvia,LV,LVA,Ropažu Novads,admin,
Priekule,"56,4458","21,5939",Latvia,LV,LVA,Priekules Novads,admin,
Iecava,"56,5977","24,2076",Latvia,LV,LVA,Iecavas Novads,admin,
Rucava,"56,164","21,1627",Latvia,LV,LVA,Rucavas Novads,admin,
Pilsrundale,"56,4181","24,0162",Latvia,LV,LVA,Rundāles Novads,admin,
Salaspils,"56,861","24,3498",Latvia,LV,LVA,Salaspils Novads,admin,
Ikskile,"56,834","24,4968",Latvia,LV,LVA,Ikšķiles Novads,admin,
Lielvarde,"56,7213","24,8062",Latvia,LV,LVA,Lielvārdes Novads,admin,
Incukalns,"57,0987","24,6863",Latvia,LV,LVA,Inčukalna Novads,admin,
Malpils,"57,0101","24,9578",Latvia,LV,LVA,Mālpils Novads,admin,
Olaine,"56,7947","23,9358",Latvia,LV,LVA,Olaines Novads,admin,
Kekava,"56,8296","24,2318",Latvia,LV,LVA,Ķekavas Novads,admin,
Ligatne,"57,2379","25,0436",Latvia,LV,LVA,Līgatnes Novads,admin,
Stalbe,"57,3708","25,0324",Latvia,LV,LVA,Pārgaujas Novads,admin,
Jelgava,"56,6527","23,7128",Latvia,LV,LVA,Jelgavas Novads,admin,67207
Skrunda,"56,6775","22,0165",Latvia,LV,LVA,Skrundas Novads,admin,
Vainode,"56,4185","21,8541",Latvia,LV,LVA,Vaiņodes Novads,admin,
Saldus,"56,6666","22,4935",Latvia,LV,LVA,Saldus Novads,admin,
Tukums,"56,9676","23,1555",Latvia,LV,LVA,Tukuma Novads,admin,
Tervete,"56,4798","23,3902",Latvia,LV,LVA,Tērvetes Novads,admin,
Dobele,"56,6237","23,2751",Latvia,LV,LVA,Dobeles Novads,admin,
Rezekne,"56,5","27,3166",Latvia,LV,LVA,Rēzeknes Novads,admin,38340
Aglona,"56,1327","27,0068",Latvia,LV,LVA,Aglonas Novads,admin,
Ozolnieki,"56,6899","23,7761",Latvia,LV,LVA,Ozolnieku Novads,admin,
Tripoli,"32,8925","13,18",Libya,LY,LBY,Ţarābulus,primary,2189000
Al `Aziziyah,"32,5319","13,0175",Libya,LY,LBY,Al Jafārah,admin,
Zuwarah,"32,9344",1.1900,Libya,LY,LBY,An Nuqāţ al Khams,admin,180310
Al Khums,"32,6604","14,26",Libya,LY,LBY,Al Marqab,admin,201943
As Sidr,"30,6704","18,2666",Libya,LY,LBY,,,50
Ghadamis,"30,1333",1.1900,Libya,LY,LBY,Nālūt,,6623
Dirj,"30,1679",1.1900,Libya,LY,LBY,Nālūt,,931
Nalut,"31,8804",1.1900,Libya,LY,LBY,Nālūt,admin,66609
Umm al Abid,"27,517","15,0333",Libya,LY,LBY,Wādī ash Shāţi’,,300
Sabha,"27,0333","14,4333",Libya,LY,LBY,Sabhā,admin,100249
Birak,"27,5333","14,2834",Libya,LY,LBY,Wādī ash Shāţi’,,45421
Idri,"27,4471","13,0517",Libya,LY,LBY,Wādī ash Shāţi’,admin,
Zillah,"28,5504","17,5834",Libya,LY,LBY,Al Jufrah,,10
Hun,"29,1167","15,9333",Libya,LY,LBY,Al Jufrah,admin,18878
Az Zawiyah,"32,7604",1.1900,Libya,LY,LBY,Az Zāwiyah,admin,200000
Awjilah,"29,108","21,2869",Libya,LY,LBY,Al Wāḩāt,,6610
El Agheila,"30,257","19,2",Libya,LY,LBY,Al Wāḩāt,,100
Maradah,"29,2337","19,2166",Libya,LY,LBY,Al Wāḩāt,,2500
Ajdabiya,"30,77","20,22",Libya,LY,LBY,Al Wāḩāt,admin,143833
Darnah,"32,7648","22,6391",Libya,LY,LBY,Darnah,admin,127974
Al Jaghbub,"29,7504","24,5166",Libya,LY,LBY,Al Buţnān,,1744
Mizdah,"31,4337",1.1900,Libya,LY,LBY,Al Jabal al Gharbī,,26107
Gharyan,"32,1704","13,02",Libya,LY,LBY,Al Jabal al Gharbī,admin,146810
Tubruq,"32,08","23,96",Libya,LY,LBY,Al Buţnān,admin,263527
Shahhat,"32,8281","21,8622",Libya,LY,LBY,Al Jabal al Akhḑar,,45000
Tajarhi,"24,3704","14,4708",Libya,LY,LBY,Murzuq,,1500
Al Bayda,"32,7604","21,62",Libya,LY,LBY,Al Jabal al Akhḑar,admin,1794
Ghat,"24,9647",1.1900,Libya,LY,LBY,Ghāt,admin,24347
Tmassah,"26,3666","15,8",Libya,LY,LBY,Murzuq,,500
Marzuq,"25,9044","13,8972",Libya,LY,LBY,Murzuq,admin,55071
Al Marj,"32,5005","20,83",Libya,LY,LBY,Al Marj,admin,169540
Surt,"31,21","16,59",Libya,LY,LBY,Surt,admin,128123
Bani Walid,"31,7704","13,99",Libya,LY,LBY,Mişrātah,,65392
Awbari,"26,5903",1.1900,Libya,LY,LBY,Wādī al Ḩayāt,admin,
Al Jawf,"24,2","23,29",Libya,LY,LBY,Al Kufrah,,24132
Al Kufrah,"24,1667","23,2696",Libya,LY,LBY,Al Kufrah,admin,
Qaminis,"31,6606","20,0155",Libya,LY,LBY,Banghāzī,,5348
Banghazi,"32,1167","20,0667",Libya,LY,LBY,Banghāzī,admin,1180000
Misratah,"32,38","15,1",Libya,LY,LBY,Mişrātah,admin,386120
Kenitra,"34,2704","-6,58",Morocco,MA,MAR,Rabat-Salé-Kénitra,,551786
Goulimine,"28,98","-10,07",Morocco,MA,MAR,Guelmim-Oued Noun,admin,115267
Fez,"34,0546","-5,0004",Morocco,MA,MAR,Fès-Meknès,admin,1002000
Casablanca,"33,6","-7,6164",Morocco,MA,MAR,Casablanca-Settat,admin,3181000
Agadir,"30,44","-9,62",Morocco,MA,MAR,Souss-Massa,admin,825467
Beni Mellal,"32,3373","-6,3498",Morocco,MA,MAR,Béni Mellal-Khénifra,admin,
Tangier,"35,7473","-5,8327",Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,admin,750060
Settat,"33,0104","-7,62",Morocco,MA,MAR,Casablanca-Settat,,161748
Oujda,"34,69","-1,91",Morocco,MA,MAR,Oriental,admin,409391
Meknes,"33,9004","-5,56",Morocco,MA,MAR,Fès-Meknès,,697628
Rabat,"34,0253","-6,8361",Morocco,MA,MAR,Rabat-Salé-Kénitra,primary,1705000
Marrakesh,"31,63",-8,Morocco,MA,MAR,Marrakech-Safi,admin,872000
El Jadida,"33,2604","-8,51",Morocco,MA,MAR,Casablanca-Settat,,180470
Er Rachidia,"31,9404","-4,45",Morocco,MA,MAR,Drâa-Tafilalet,,228489
Tan Tan,"28,4304","-11,1",Morocco,MA,MAR,Guelmim-Oued Noun,,64868
Taza,"34,2204","-4,02",Morocco,MA,MAR,Fès-Meknès,,199633
Larache,"35,2004","-6,16",Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,120082
Ksar El Kebir,"35,0204","-5,91",Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,306600
Safi,"32,32","-9,24",Morocco,MA,MAR,Marrakech-Safi,,353476
Tiznit,"29,7104","-9,74",Morocco,MA,MAR,Souss-Massa,,57705
Ouezzane,"34,8103","-5,57",Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,69658
Monaco,"43,7396",1.1900,Monaco,MC,MCO,,primary,36371
Leova,"46,4823","28,253",Moldova,MD,MDA,Leova,admin,
Rezina,"47,7493","28,9658",Moldova,MD,MDA,Rezina,admin,
Causeni,"46,6367","29,4111",Moldova,MD,MDA,Căuşeni,admin,
Riscani,"47,9479","27,5638",Moldova,MD,MDA,Rîşcani,admin,
Singerei,"47,6363","28,143",Moldova,MD,MDA,Sîngerei,admin,
Falesti,"47,5767","27,7126",Moldova,MD,MDA,Făleşti,admin,
Floresti,"47,8914","28,2931",Moldova,MD,MDA,Floreşti,admin,
Soldanesti,"47,8161","28,7972",Moldova,MD,MDA,Şoldăneşti,admin,
Stefan Voda,"46,5129","29,6619",Moldova,MD,MDA,Ştefan-Vodă,admin,
Orhei,"47,3849","28,8245",Moldova,MD,MDA,Orhei,admin,
Comrat,"46,2946","28,6565",Moldova,MD,MDA,Găgăuzia,admin,
Cimislia,"46,5268","28,7644",Moldova,MD,MDA,Cimişlia,admin,
Cantemir,"46,2774","28,2027",Moldova,MD,MDA,Cantemir,admin,
Basarabeasca,"46,3317","28,9636",Moldova,MD,MDA,Basarabeasca,admin,
Edinet,"48,1721","27,3034",Moldova,MD,MDA,Edineţ,admin,
Ocnita,"48,3827","27,4381",Moldova,MD,MDA,Ocniţa,admin,
Drochia,"48,0355","27,8129",Moldova,MD,MDA,Drochia,admin,
Donduseni,"48,2394","27,6056",Moldova,MD,MDA,Donduşeni,admin,
Briceni,"48,3629","27,0779",Moldova,MD,MDA,Briceni,admin,
Ialoveni,"46,9435","28,7823",Moldova,MD,MDA,Ialoveni,admin,
Balti,"47,7591","27,9053",Moldova,MD,MDA,Bălţi,admin,151355
Criuleni,"47,2131","29,1593",Moldova,MD,MDA,Criuleni,admin,
Bender,"46,8316","29,4777",Moldova,MD,MDA,Bender,admin,
Anenii Noi,"46,8784","29,2348",Moldova,MD,MDA,Anenii Noi,admin,
Cahul,"45,9079","28,1944",Moldova,MD,MDA,Cahul,admin,63407
Chisinau,"47,005","28,8577",Moldova,MD,MDA,Chişinău,primary,688134
Straseni,"47,1422","28,6077",Moldova,MD,MDA,Străşeni,admin,
Tiraspol,"46,8531","29,64",Moldova,MD,MDA,Stînga Nistrului,admin,157000
Telenesti,"47,5011","28,3654",Moldova,MD,MDA,Teleneşti,admin,
Taraclia,"45,9027","28,6682",Moldova,MD,MDA,Taraclia,admin,
Dubasari,"47,2631","29,1608",Moldova,MD,MDA,Stînga Nistrului,,23254
Cocieri,"47,3087","29,1101",Moldova,MD,MDA,Dubăsari,admin,
Calarasi,"47,2556","28,3099",Moldova,MD,MDA,Călăraşi,admin,
Glodeni,"47,7751","27,5189",Moldova,MD,MDA,Glodeni,admin,
Hincesti,"46,8305","28,5906",Moldova,MD,MDA,Hînceşti,admin,
Nisporeni,"47,0816","28,1714",Moldova,MD,MDA,Nisporeni,admin,
Soroca,"48,1566","28,2849",Moldova,MD,MDA,Soroca,admin,
Ungheni,"47,2108","27,8005",Moldova,MD,MDA,Ungheni,admin,
Berane,"42,8425","19,8733",Montenegro,ME,MNE,Berane,admin,
Plav,"42,5969","19,9456",Montenegro,ME,MNE,Plav,admin,
Andrijevica,"42,7339","19,7919",Montenegro,ME,MNE,Andrijevica,admin,
Petnjica,"42,9089","19,9644",Montenegro,ME,MNE,Petnjica,admin,
Gusinje,"42,5619","19,8339",Montenegro,ME,MNE,Gusinje,admin,
Kolasin,"42,8242","19,5225",Montenegro,ME,MNE,Kolašin,admin,
Podgorica,"42,466","19,2663",Montenegro,ME,MNE,Podgorica,primary,145850
Bijelo Polje,"43,0292","19,7456",Montenegro,ME,MNE,Bijelo Polje,admin,
Bar,"42,0931","19,1003",Montenegro,ME,MNE,Bar,admin,
Budva,"42,2864","18,84",Montenegro,ME,MNE,Budva,admin,
Cetinje,"42,3922","18,9225",Montenegro,ME,MNE,Cetinje,admin,
Danilovgrad,"42,5472","19,1053",Montenegro,ME,MNE,Danilovgrad,admin,
